timestamp	accelX	accelY	accelZ	gyroX	gyroY	gyroZ	altitude
81210	0,469	-0,304	-0,982	-20,443	12,242	41,934	130,095
81310	0,466	-0,302	-0,979	-21,483	10,079	41,527	129,545
81410	0,462	-0,303	-0,993	-27,934	11,044	33,061	128,995
81510	0,462	-0,306	-1,001	-23,078	13,468	33,234	128,445
81610	0,444	-0,299	-0,963	-14,461	10,086	37,247	127,895
81710	0,427	-0,295	-0,938	-17,209	4,817	30,609	127,345
81810	0,43	-0,293	-0,969	-17,917	14,7	20,307	126,795
81910	0,436	-0,294	-0,974	-14,717	11,386	15,662	126,245
82010	0,43	-0,294	-0,949	-9,411	2,192	15,336	125,695
82110	0,437	-0,297	-0,978	-9,132	3,443	11,34	125,145
82210	0,449	-0,306	-0,998	-15,492	5,383	1,2	124,595
82310	0,431	-0,293	-0,936	-9,653	7,235	0,679	124,045
82410	0,429	-0,295	-0,948	-1,396	1,044	2,391	123,495
82510	0,458	-0,31	-1,001	-5,539	-0,912	-10,353	122,945
82610	0,457	-0,303	-0,965	-7,999	4,888	-19,991	122,395
82710	0,447	-0,295	-0,925	0,633	3,705	-11,573	121,845
82810	0,468	-0,289	-0,912	4,597	4,209	-9,324	121,295
82910	0,467	-0,287	-0,906	-0,786	1,044	-15,746	120,745
83010	0,462	-0,281	-0,891	-4,592	-5,481	-11,668	120,195
83110	0,474	-0,274	-0,907	-3,564	1,344	-9,991	119,645
83210	0,468	-0,263	-0,899	0,431	3,34	-11,245	119,095
83310	0,473	-0,258	-0,904	1,086	-0,866	-14,336	118,545
83410	0,487	-0,265	-0,947	-1,335	-5,077	-9,663	117,995
83510	0,49	-0,269	-0,955	-5,093	-0,188	2,481	117,445
83610	0,486	-0,254	-0,944	-6,668	7,543	11,358	116,895
83710	0,477	-0,244	-0,925	-8,098	1,405	15,585	116,345
83810	0,476	-0,256	-0,924	-10,641	-1,505	9,371	115,795
83910	0,478	-0,257	-0,94	-10,23	2,636	16,261	115,245
84010	0,477	-0,256	-0,932	-12,135	6,348	30,647	114,695
84110	0,49	-0,265	-0,94	-18,014	5,975	35,436	114,145
84210	0,487	-0,259	-0,921	-21,281	3,795	37,903	113,595
84310	0,49	-0,268	-0,949	-21,694	4,403	39,629	113,045
84410	0,489	-0,279	-0,958	-22,025	7,572	40,163	112,495
84510	0,506	-0,274	-0,972	-21,484	6,374	43,108	111,945
84610	0,508	-0,283	-0,989	-22,891	9,13	40,734	111,395
84710	0,473	-0,281	-0,934	-24,393	8,098	39,278	110,845
84810	0,465	-0,283	-0,91	-22,694	3,343	46,418	110,295
84910	0,453	-0,28	-0,892	-22,768	7,447	44,537	109,745
85010	0,444	-0,278	-0,908	-24,5	11,19	34,139	109,195
85110	0,442	-0,278	-0,909	-19,282	10,837	30,14	108,645
85210	0,448	-0,284	-0,919	-15,878	3,386	32,185	108,095
85310	0,436	-0,28	-0,905	-18,749	6,928	30,06	107,545
85410	0,441	-0,28	-0,914	-18,854	12,59	30,732	106,995
85510	0,445	-0,284	-0,922	-14,852	8,872	32,136	106,445
85610	0,432	-0,279	-0,904	-16,324	4,236	23,557	105,895
85710	0,437	-0,287	-0,934	-17,963	4,145	17,766	105,345
85810	0,445	-0,302	-0,974	-13,007	9,523	17,626	104,795
85910	0,453	-0,301	-0,991	-9,286	8,125	16,039	104,245
86010	0,449	-0,296	-0,975	-10,388	1,611	12,45	103,695
86110	0,441	-0,3	-0,949	-12,87	2,387	4,939	103,145
86210	0,422	-0,291	-0,899	-9,9	5,146	1,249	102,595
86310	0,432	-0,287	-0,895	-5,525	3,322	-1,176	102,045
86410	0,45	-0,292	-0,906	-4,448	3,432	-9,388	101,495
86510	0,438	-0,289	-0,901	-4,574	-0,442	-8,001	100,945
86610	0,461	-0,292	-0,934	-5,836	-3,947	1,02	100,395
86710	0,471	-0,296	-0,968	-5,439	5,414	-2,617	99,845
86810	0,458	-0,281	-0,92	-1,873	2,123	-4,595	99,295
86910	0,45	-0,273	-0,896	0,077	-5,11	-6,632	98,745
87010	0,447	-0,275	-0,899	-3,064	-2,078	-13,622	98,195
87110	0,45	-0,266	-0,88	-2,589	3,286	-9,22	97,645
87210	0,445	-0,268	-0,883	-1,082	2,278	-5,681	97,095
87310	0,457	-0,264	-0,893	-1,63	1,731	-9,716	96,545
87410	0,457	-0,263	-0,903	-1,073	2,789	-7,826	95,995
87510	0,465	-0,262	-0,926	-4,64	2,378	-6,391	95,445
87610	0,467	-0,266	-0,929	-8,552	2,242	-4,239	94,895
87710	0,454	-0,251	-0,905	-7,464	1,346	5,192	94,345
87810	0,446	-0,24	-0,882	-9,056	5,62	11,859	93,795
87910	0,432	-0,233	-0,834	-14,239	5,235	14,761	93,245
88010	0,443	-0,233	-0,851	-15,842	4,234	22,216	92,695
88110	0,462	-0,246	-0,887	-17,102	0,239	37,219	92,145
88210	0,478	-0,254	-0,917	-20,994	5,37	46,493	91,595
88310	0,488	-0,262	-0,918	-20,935	12,143	45,834	91,045
88410	0,488	-0,265	-0,929	-20,493	6,116	39,241	90,495
88510	0,49	-0,284	-0,982	-23,358	-1,721	37,993	89,945
88610	0,453	-0,274	-0,906	-22,748	4,851	49,673	89,395
88710	0,452	-0,273	-0,879	-19,314	12,123	60,878	88,845
88810	0,459	-0,277	-0,913	-24,278	7,663	51,586	88,295
88910	0,433	-0,268	-0,877	-28,033	7,051	31,94	87,745
89010	0,434	-0,275	-0,871	-25,753	0,939	27,012	87,195
89110	0,433	-0,282	-0,883	-19,931	6,32	34,569	86,645
89210	0,428	-0,278	-0,885	-15,223	12,744	46,203	86,095
89310	0,461	-0,281	-0,949	-19,938	14,015	35,833	85,545
89410	0,456	-0,276	-0,95	-19,274	10,117	24,746	84,995
89510	0,453	-0,284	-0,952	-14,14	0,2	27,783	84,445
89610	0,457	-0,29	-0,963	-12,36	3,004	32,869	83,895
89710	0,452	-0,282	-0,971	-12,765	10,439	35,672	83,345
89810	0,504	-0,295	-1,087	-13,851	12,268	23,946	82,795
89910	0,48	-0,291	-1,029	-8,195	4	12,235	82,245
90010	0,406	-0,276	-0,859	-2,896	-4,523	11,101	81,695
90110	0,398	-0,284	-0,838	-6,147	7,741	4,372	81,145
90210	0,414	-0,283	-0,855	-9,183	9,534	1,437	80,595
90310	0,428	-0,281	-0,864	-6,559	1,805	-3,384	80,045
90410	0,42	-0,278	-0,85	-0,083	-2,84	-6,919	79,495
90510	0,424	-0,275	-0,846	1,108	0,919	-9,269	78,945
90610	0,446	-0,278	-0,88	-5,641	6,753	-16,229	78,395
90710	0,495	-0,306	-0,997	-7,077	-4,715	-13,546	77,845
90810	0,526	-0,317	-1,082	1,148	-7,047	-5,758	77,295
90910	0,572	-0,309	-1,157	2,246	11,464	-18,643	76,745
91010	0,624	-0,328	-1,256	0,408	3,838	-23,957	76,195
91110	0,573	-0,315	-1,185	4,212	-5,932	-6,925	75,645
91210	0,492	-0,279	-1,028	-2,164	4,274	-2,204	75,095
91310	0,48	-0,264	-0,948	-11,097	5,917	-8,491	74,545
91410	0,498	-0,264	-0,961	-2,301	-3,825	0,935	73,995
91510	0,479	-0,272	-0,975	0,23	-7,976	4,895	73,445
91610	0,449	-0,265	-0,917	-10,389	1,146	-0,147	72,895
91710	0,473	-0,26	-0,923	-12,918	6,9	4,574	72,345
91810	0,486	-0,264	-0,958	-9,292	1,132	11,011	71,795
91910	0,474	-0,271	-0,957	-7,566	-6,1	20,607	71,245
92010	0,474	-0,267	-0,952	-17,638	5,515	13,982	70,695
92110	0,463	-0,263	-0,911	-23,751	5,11	15,078	70,145
92210	0,454	-0,257	-0,874	-18,415	0,076	26,973	69,595
92310	0,442	-0,25	-0,848	-19,026	-1,84	35,381	69,045
92410	0,428	-0,253	-0,819	-24,811	5,247	42,49	68,495
92510	0,484	-0,269	-0,952	-25,409	13,223	51,73	67,945
92610	0,532	-0,291	-1,049	-31,079	3,641	51,529	67,395
92710	0,527	-0,294	-1,021	-32,683	9,811	48,276	66,845
92810	0,509	-0,262	-0,916	-24,862	19,436	54,828	66,295
92910	0,481	-0,256	-0,816	-27,12	8,617	56,096	65,745
93010	0,485	-0,285	-0,884	-35,749	2,87	50,716	65,195
93110	0,498	-0,305	-0,946	-45,798	7,215	37,938	64,645
93210	0,501	-0,327	-0,994	-34,115	7,582	50,805	64,095
93310	0,487	-0,337	-1,01	-19,775	6,728	59,134	63,545
93410	0,479	-0,35	-1,065	-26,324	21,971	21,316	62,995
93510	0,468	-0,338	-1,105	-25,374	19,516	4,072	62,445
93610	0,531	-0,352	-1,216	-22,003	-1,828	16,504	61,895
93710	0,584	-0,369	-1,348	-19,471	2,978	32,918	61,345
93810	0,547	-0,336	-1,274	-18,568	20,324	38,494	60,795
93910	0,525	-0,31	-1,186	-21,075	14,88	27,059	60,245
94010	0,491	-0,3	-1,091	-20,273	-1,981	10,109	59,695
94110	0,446	-0,3	-1,008	-9,4	1,713	9,463	59,145
94210	0,463	-0,314	-1,046	-10,84	14,253	5,675	58,595
94310	0,453	-0,296	-0,973	-13,815	15,061	2,619	58,045
94410	0,412	-0,27	-0,853	-8,707	-4,264	16,998	57,495
94510	0,397	-0,269	-0,817	-19,28	-5,54	4,986	56,945
94610	0,406	-0,269	-0,844	-16,925	3,888	4,367	56,395
94710	0,419	-0,266	-0,858	-5,414	2,947	13,219	55,845
94810	0,404	-0,25	-0,813	-1,414	0,997	7,396	55,295
94910	0,389	-0,244	-0,783	-6,915	-7,739	2,291	54,745
95010	0,416	-0,267	-0,866	-16,832	-1,056	-11,141	54,195
95110	0,423	-0,265	-0,88	-4,165	6,193	-1,897	53,645
95210	0,428	-0,259	-0,891	10,399	-4,675	14,389	53,095
95310	0,453	-0,272	-0,944	0,803	-4,148	-2,377	52,545
95410	0,429	-0,27	-0,886	-7,903	-3,696	-8,517	51,995
95510	0,428	-0,27	-0,894	1,584	3,485	4,52	51,445
95610	0,447	-0,272	-0,928	8,93	9,246	3,489	50,895
95710	0,464	-0,272	-0,949	9,477	3,871	-4,702	50,345
95810	0,433	-0,259	-0,882	3,11	4,924	-16,453	49,795
95910	0,39	-0,246	-0,77	-5,432	4,829	-21,439	49,245
96010	0,377	-0,236	-0,723	-3,379	6,667	-12,241	48,695
96110	0,405	-0,243	-0,802	-1,488	5,076	-8,217	48,145
96210	0,452	-0,26	-0,888	-7,514	4,56	-22,766	47,595
96310	0,463	-0,265	-0,908	-10,155	-4,092	-24,354	47,045
96410	0,453	-0,256	-0,913	-7,895	-4,501	-5,128	46,495
96510	0,447	-0,252	-0,881	-11,842	0,249	13,938	45,945
96610	0,417	-0,228	-0,763	-20,837	-0,67	20,557	45,395
96710	0,408	-0,217	-0,743	-24,543	-0,732	18,125	44,845
96810	0,456	-0,256	-0,838	-20,959	-9,724	33,42	44,295
96910	0,459	-0,246	-0,829	-23,47	-8,551	55,835	43,745
97010	0,546	-0,273	-1,041	-28,982	12,001	59,701	43,195
97110	0,588	-0,303	-1,152	-30,948	15,794	49,654	42,645
97210	0,492	-0,278	-0,991	-30,205	13,399	31,092	42,095
97310	0,438	-0,27	-0,858	-31,848	-1,176	31,046	41,545
97410	0,457	-0,287	-0,863	-36,271	-6,879	56,061	40,995
97510	0,497	-0,308	-0,963	-39,597	11,988	76,894	40,445
97610	0,482	-0,295	-0,96	-40,644	20,084	75,639	39,895
97710	0,471	-0,296	-0,996	-35,48	20,995	48,868	39,345
97810	0,49	-0,316	-1,084	-27,902	19,45	18,563	38,795
97910	0,479	-0,329	-1,08	-21,151	18,846	13,829	38,245
98010	0,471	-0,323	-1,028	-20,919	17,236	33,06	37,695
98110	0,463	-0,304	-0,993	-25,525	26,761	39,782	37,145
98210	0,464	-0,299	-1,005	-26,576	23,35	29,55	36,595
98310	0,466	-0,303	-0,991	-16,925	10,996	18,779	36,045
98410	0,464	-0,309	-0,993	-13,158	13,146	3,808	35,495
98510	0,475	-0,313	-1,02	-24,347	11,623	-5,9	34,945
98610	0,469	-0,309	-0,978	-29,743	9,855	3,97	34,395
98710	0,466	-0,305	-0,958	-29,146	4,413	16,281	33,845
98810	0,514	-0,314	-1,075	-26,915	-1,167	16,319	33,295
98910	0,551	-0,329	-1,181	-24,773	5,975	1,639	32,745
99010	0,565	-0,336	-1,195	-19,304	8,699	-7,194	32,195
99110	0,548	-0,323	-1,13	-15,178	0,293	-4,19	31,645
99210	0,513	-0,31	-1,032	-18,922	-5	-0,012	31,095
99310	0,527	-0,307	-1,063	-25,282	-5,88	2,682	30,545
99410	0,541	-0,302	-1,103	-18,537	-2,716	9,158	29,995
99510	0,538	-0,289	-1,089	-4,608	-4,61	12,709	29,445
99610	0,521	-0,276	-1,05	-6,68	-9,211	-3,369	28,895
99710	0,504	-0,275	-0,999	-6,568	-3,931	-8,938	28,345
99810	0,514	-0,284	-1,037	-1,742	-8,118	13,795	27,795
99910	0,513	-0,276	-1,05	-2,241	-7,43	27,925	27,245
100010	0,523	-0,272	-1,059	-1,304	-2,234	19,684	26,695
100110	0,543	-0,286	-1,137	-0,063	-11,063	8,33	26,145
100210	0,552	-0,302	-1,206	10,327	-8,812	15,318	25,595
100310	0,512	-0,287	-1,124	11,285	1,511	16,754	25,045
100410	0,47	-0,263	-0,987	4,697	0,674	10,493	24,495
100510	0,446	-0,251	-0,904	6,686	-2,549	8,317	23,945
100610	0,39	-0,233	-0,785	5,068	-3,487	-1,041	23,395
100710	0,368	-0,235	-0,737	10,535	10,007	-5,468	22,845
100810	0,368	-0,229	-0,707	7,946	11,177	-15,979	22,295
100910	0,397	-0,248	-0,765	-2,261	0,762	-31,578	21,745
101010	0,412	-0,264	-0,804	-4,975	5,762	-39,072	21,195
101110	0,462	-0,273	-0,904	-4,15	9,609	-35,584	20,645
101210	0,539	-0,303	-1,109	-10,915	-13,307	-28,209	20,095
101310	0,572	-0,319	-1,216	-21,523	-22,957	-24,654	19,545
101410	0,542	-0,303	-1,138	-25,174	-12,928	-19,079	18,995
101510	0,459	-0,266	-0,956	-17,358	-15,929	-1,739	18,445
101610	0,446	-0,255	-0,942	-6,244	-8,072	4,938	17,895
101710	0,405	-0,237	-0,858	-1,288	-10,455	11,306	17,345
101810	0,397	-0,245	-0,805	-6,49	-11,459	20,809	16,795
101910	0,204	-0,146	-0,503	-28,908	-18,089	32,157	16,245
102010	1,101	-0,197	-1,675	52,86	24,104	109,289	15,695
102110	1,394	-0,32	-2,242	47,287	76,738	-37,004	15,145
102210	0,536	-0,306	-0,294	-61,745	-55,971	130,676	14,595
102310	0,595	-0,195	-0,532	-197,582	40,611	260,872	14,045
102410	0,638	-0,455	0,48	-20,174	136,507	222,722	13,495
102510	0,261	-0,431	1,115	61,379	86,514	205,53	12,945
102610	0,22	-0,163	-0,719	-167,954	69,279	51,668	12,395
102710	-0,206	-0,34	0,369	88,9	1,837	137,446	11,845
102810	0,598	0,637	0,054	116,322	24,615	73,486	11,295
102910	1,573	0,984	-0,984	-41,163	0,28	48,215	10,745
103010	0,623	0,48	-0,248	4,078	15,489	1,314	10,745
103110	0,767	0,581	-0,278	-8,83	0,923	6,891	10,745
103210	0,751	0,559	-0,259	-5,957	4,296	5,61	10,745
103310	0,757	0,562	-0,26	-6,765	3,372	6,157	10,745
103410	0,753	0,562	-0,261	-6,51	3,655	5,924	10,745
103510	0,756	0,562	-0,262	-6,589	3,572	6,016	10,745
103610	0,755	0,561	-0,263	-6,571	3,583	5,928	10,745
103710	0,753	0,56	-0,262	-6,603	3,579	5,997	10,745
103810	0,754	0,561	-0,262	-6,582	3,581	5,94	10,745
103910	0,758	0,562	-0,262	-6,6	3,579	5,977	10,745
104010	0,76	0,56	-0,262	-6,586	3,587	5,964	10,745
104110	0,759	0,56	-0,262	-6,586	3,599	5,99	10,745
104210	0,758	0,559	-0,262	-6,598	3,586	5,974	10,745
104310	0,758	0,559	-0,262	-6,593	3,584	5,932	10,745
104410	0,758	0,561	-0,261	-6,605	3,556	5,939	10,745
104510	0,759	0,561	-0,263	-6,604	3,547	5,95	10,745
104610	0,758	0,559	-0,264	-6,595	3,605	5,983	10,745
104710	0,758	0,559	-0,261	-6,593	3,588	5,975	10,745
104810	0,759	0,561	-0,26	-6,604	3,574	5,981	10,745
104910	0,758	0,56	-0,261	-6,605	3,601	5,961	10,745
105010	0,756	0,561	-0,26	-6,592	3,589	5,951	10,745
105110	0,757	0,56	-0,261	-6,604	3,571	5,963	10,745
105210	0,76	0,561	-0,263	-6,607	3,569	5,966	10,745
105310	0,759	0,561	-0,261	-6,584	3,589	5,943	10,745
105410	0,757	0,56	-0,261	-6,587	3,597	5,951	10,745
105510	0,757	0,56	-0,263	-6,597	3,593	5,977	10,745
105610	0,759	0,56	-0,262	-6,596	3,605	5,952	10,745
105710	0,76	0,561	-0,261	-6,595	3,601	5,946	10,745
105810	0,758	0,559	-0,261	-6,597	3,568	5,948	10,745
105910	0,758	0,56	-0,261	-6,594	3,571	5,945	10,745
106010	0,76	0,56	-0,262	-6,598	3,582	5,956	10,745
106110	0,76	0,559	-0,261	-6,585	3,578	5,954	10,745
106210	0,758	0,562	-0,261	-6,594	3,589	5,958	10,745
106310	0,759	0,561	-0,261	-6,609	3,589	5,985	10,745
106410	0,76	0,559	-0,262	-6,581	3,579	5,96	10,745
106510	0,758	0,56	-0,264	-6,603	3,578	5,953	10,745
106610	0,759	0,56	-0,263	-6,619	3,591	5,956	10,745
106710	0,76	0,56	-0,262	-6,589	3,58	5,951	10,745
106810	0,758	0,559	-0,262	-6,601	3,579	5,965	10,745
106910	0,757	0,559	-0,26	-6,582	3,582	5,955	10,745
107010	0,758	0,56	-0,259	-6,607	3,577	5,942	10,745
107110	0,758	0,56	-0,261	-6,605	3,589	5,964	10,745
107210	0,759	0,559	-0,262	-6,593	3,593	5,968	10,745
107310	0,758	0,559	-0,261	-6,597	3,609	5,935	10,745
107410	0,757	0,56	-0,261	-6,593	3,584	5,936	10,745
107510	0,757	0,559	-0,262	-6,605	3,586	5,958	10,745
107610	0,758	0,56	-0,261	-6,603	3,599	5,955	10,745
107710	0,759	0,559	-0,261	-6,599	3,587	5,951	10,745
107810	0,758	0,559	-0,262	-6,579	3,586	5,964	10,745
107910	0,759	0,559	-0,262	-6,578	3,596	5,961	10,745
108010	0,76	0,557	-0,261	-6,594	3,599	5,963	10,745
108110	0,76	0,559	-0,262	-6,617	3,577	5,956	10,745
108210	0,761	0,56	-0,262	-6,595	3,58	5,942	10,745
108310	0,76	0,559	-0,262	-6,582	3,583	5,962	10,745
108410	0,762	0,557	-0,262	-6,607	3,569	5,979	10,745
108510	0,761	0,559	-0,261	-6,605	3,577	5,934	10,745
108610	0,757	0,56	-0,261	-6,589	3,559	5,932	10,745
108710	0,759	0,558	-0,261	-6,572	3,581	5,976	10,745
108810	0,761	0,56	-0,262	-6,605	3,59	5,972	10,745
108910	0,759	0,56	-0,263	-6,612	3,584	5,952	10,745
109010	0,756	0,559	-0,263	-6,612	3,601	5,953	10,745
109110	0,763	0,559	-0,263	-6,603	3,578	5,965	10,745
109210	0,763	0,559	-0,262	-6,6	3,57	5,957	10,745
109310	0,756	0,559	-0,262	-6,617	3,576	5,935	10,745
109410	0,759	0,558	-0,263	-6,592	3,56	5,945	10,745
109510	0,759	0,558	-0,263	-6,594	3,579	5,966	10,745
109610	0,756	0,558	-0,262	-6,604	3,6	5,958	10,745
109710	0,755	0,558	-0,262	-6,605	3,585	5,925	10,745
109810	0,757	0,558	-0,261	-6,595	3,589	5,899	10,745
109910	0,757	0,558	-0,261	-6,595	3,58	5,947	10,745
110010	0,757	0,559	-0,261	-6,596	3,576	5,984	10,745
110110	0,758	0,559	-0,261	-6,594	3,599	5,969	10,745
110210	0,759	0,558	-0,261	-6,6	3,598	5,958	10,745
110310	0,757	0,56	-0,26	-6,575	3,578	5,973	10,745
110410	0,759	0,561	-0,262	-6,587	3,577	5,913	10,745
110510	0,76	0,56	-0,261	-6,602	3,597	5,889	10,745
110610	0,757	0,559	-0,261	-6,577	3,603	5,944	10,745
110710	0,758	0,559	-0,26	-6,58	3,602	5,962	10,745
110810	0,758	0,559	-0,261	-6,586	3,559	5,973	10,745
110910	0,757	0,559	-0,263	-6,603	3,562	5,964	10,745
111010	0,757	0,559	-0,26	-6,616	3,581	5,994	10,745
111110	0,756	0,558	-0,261	-6,593	3,543	6,008	10,745
111210	0,76	0,559	-0,262	-6,589	3,554	5,968	10,745
111310	0,761	0,56	-0,261	-6,578	3,584	5,944	10,745
111410	0,759	0,558	-0,262	-6,586	3,587	5,943	10,745
111510	0,759	0,558	-0,262	-6,602	3,592	5,918	10,745
111610	0,758	0,56	-0,261	-6,576	3,571	5,935	10,745
111710	0,756	0,559	-0,262	-6,585	3,564	5,968	10,745
111810	0,759	0,559	-0,261	-6,607	3,566	5,955	10,745
111910	0,761	0,557	-0,26	-6,601	3,563	5,942	10,745
112010	0,758	0,56	-0,262	-6,611	3,572	5,963	10,745
112110	0,759	0,561	-0,262	-6,616	3,583	5,972	10,745
112210	0,761	0,559	-0,26	-6,585	3,573	5,963	10,745
112310	0,76	0,561	-0,261	-6,577	3,562	5,946	10,745
112410	0,758	0,561	-0,261	-6,592	3,573	5,938	10,745
112510	0,758	0,559	-0,262	-6,578	3,581	5,939	10,745
112610	0,758	0,559	-0,261	-6,58	3,585	5,946	10,745
112710	0,757	0,557	-0,262	-6,586	3,607	5,957	10,745
112810	0,759	0,558	-0,261	-6,606	3,598	5,952	10,745
112910	0,759	0,559	-0,26	-6,604	3,575	5,959	10,745
113010	0,76	0,559	-0,261	-6,602	3,59	5,937	10,745
113110	0,759	0,561	-0,26	-6,606	3,59	5,931	10,745
113210	0,759	0,56	-0,261	-6,593	3,578	5,93	10,745
113310	0,759	0,559	-0,261	-6,597	3,582	5,987	10,745
113410	0,76	0,559	-0,262	-6,594	3,573	5,967	10,745
113510	0,76	0,558	-0,262	-6,599	3,561	5,92	10,745
113610	0,759	0,559	-0,261	-6,584	3,575	5,953	10,745
113710	0,758	0,558	-0,26	-6,596	3,571	5,992	10,745
113810	0,759	0,558	-0,262	-6,603	3,578	5,975	10,745
113910	0,761	0,561	-0,262	-6,609	3,593	5,933	10,745
114010	0,759	0,56	-0,261	-6,576	3,571	5,934	10,745
114110	0,759	0,557	-0,261	-6,581	3,56	5,924	10,745
114210	0,757	0,558	-0,262	-6,627	3,584	5,961	10,745
114310	0,759	0,559	-0,261	-6,611	3,629	5,899	10,745
114410	0,76	0,559	-0,262	-6,593	3,595	5,913	10,745
114510	0,762	0,559	-0,263	-6,597	3,567	5,993	10,745
114610	0,76	0,558	-0,261	-6,592	3,577	5,964	10,745
114710	0,761	0,558	-0,262	-6,566	3,557	5,974	10,745
114810	0,76	0,557	-0,261	-6,589	3,543	6,001	10,745
114910	0,758	0,557	-0,261	-6,6	3,574	5,969	10,745
115010	0,758	0,559	-0,26	-6,578	3,586	5,949	10,745
115110	0,758	0,557	-0,26	-6,575	3,559	5,967	10,745
115210	0,76	0,556	-0,262	-6,608	3,572	5,953	10,745
115310	0,761	0,558	-0,262	-6,605	3,588	5,952	10,745
115410	0,761	0,557	-0,261	-6,59	3,598	5,968	10,745
115510	0,762	0,556	-0,261	-6,613	3,588	5,942	10,745
115610	0,76	0,557	-0,261	-6,62	3,579	5,952	10,745
115710	0,759	0,557	-0,261	-6,613	3,58	5,969	10,745
115810	0,761	0,557	-0,263	-6,592	3,582	5,941	10,745
115910	0,762	0,559	-0,263	-6,596	3,572	5,953	10,745
116010	0,761	0,559	-0,26	-6,595	3,57	5,972	10,745
116110	0,761	0,559	-0,26	-6,599	3,586	5,973	10,745
116210	0,76	0,56	-0,262	-6,626	3,563	5,951	10,745
116310	0,76	0,559	-0,263	-6,6	3,554	5,953	10,745
116410	0,76	0,558	-0,26	-6,599	3,566	5,962	10,745
116510	0,761	0,557	-0,262	-6,624	3,572	5,967	10,745
116610	0,758	0,556	-0,261	-6,609	3,58	5,936	10,745
116710	0,757	0,558	-0,26	-6,61	3,587	5,933	10,745
116810	0,761	0,558	-0,261	-6,616	3,594	5,964	10,745
116910	0,762	0,556	-0,26	-6,591	3,562	5,934	10,745
117010	0,759	0,557	-0,262	-6,604	3,561	5,945	10,745
117110	0,759	0,556	-0,261	-6,608	3,586	5,964	10,745
117210	0,757	0,558	-0,259	-6,582	3,571	5,965	10,745
117310	0,761	0,557	-0,261	-6,596	3,569	5,944	10,745
117410	0,762	0,557	-0,262	-6,604	3,592	5,944	10,745
117510	0,759	0,559	-0,261	-6,603	3,582	5,959	10,745
117610	0,76	0,558	-0,26	-6,604	3,562	5,944	10,745
117710	0,759	0,559	-0,261	-6,6	3,565	5,948	10,745
117810	0,76	0,557	-0,262	-6,568	3,569	5,946	10,745
117910	0,761	0,558	-0,261	-6,575	3,591	5,951	10,745
118010	0,76	0,558	-0,261	-6,611	3,583	5,975	10,745
118110	0,761	0,558	-0,263	-6,592	3,56	5,958	10,745
118210	0,761	0,556	-0,261	-6,598	3,573	5,97	10,745
118310	0,76	0,558	-0,26	-6,589	3,581	5,974	10,745
118410	0,758	0,558	-0,261	-6,578	3,581	5,951	10,745
118510	0,757	0,555	-0,259	-6,582	3,573	5,95	10,745
118610	0,76	0,557	-0,259	-6,577	3,563	5,932	10,745
118710	0,759	0,556	-0,26	-6,592	3,566	5,96	10,745
118810	0,759	0,557	-0,261	-6,577	3,564	5,948	10,745
118910	0,76	0,559	-0,262	-6,584	3,57	5,935	10,745
119010	0,759	0,557	-0,261	-6,613	3,591	5,949	10,745
119110	0,762	0,557	-0,26	-6,623	3,587	5,946	10,745
119210	0,761	0,558	-0,262	-6,602	3,59	5,948	10,745
119310	0,758	0,559	-0,26	-6,594	3,577	5,945	10,745
119410	0,76	0,557	-0,26	-6,598	3,59	5,956	10,745
119510	0,759	0,558	-0,261	-6,585	3,584	5,957	10,745
119610	0,759	0,558	-0,26	-6,589	3,562	5,945	10,745
119710	0,76	0,558	-0,261	-6,585	3,605	5,948	10,745
119810	0,761	0,558	-0,261	-6,599	3,578	5,945	10,745
119910	0,762	0,558	-0,26	-6,588	3,57	5,953	10,745
120010	0,762	0,558	-0,261	-6,587	3,576	5,966	10,745
120110	0,762	0,558	-0,26	-6,592	3,561	5,952	10,745
120210	0,762	0,557	-0,26	-6,573	3,576	5,95	10,745
120310	0,758	0,559	-0,26	-6,603	3,616	5,826	10,745
120410	0,76	0,559	-0,261	-6,631	3,613	5,872	10,745
120510	0,761	0,558	-0,263	-6,621	3,595	5,997	10,745
120610	0,757	0,561	-0,26	-6,6	3,582	5,983	10,745
120710	0,76	0,559	-0,26	-6,605	3,564	5,924	10,745
120810	0,758	0,559	-0,261	-6,598	3,553	5,94	10,745
120910	0,758	0,558	-0,262	-6,58	3,573	5,927	10,745
121010	0,759	0,559	-0,261	-6,571	3,58	5,908	10,745
121110	0,762	0,556	-0,265	-6,625	3,641	5,294	10,745
121210	0,764	0,558	-0,264	-6,676	3,585	5,828	10,745
121310	0,761	0,565	-0,262	-6,641	3,464	6,859	10,745
121410	0,756	0,562	-0,261	-6,651	3,569	6,271	10,745
121510	0,751	0,564	-0,263	-6,471	3,592	5,779	10,745
121610	0,768	0,559	-0,253	-7,104	3,637	6,757	10,745
121710	0,707	0,586	-0,289	-4,768	3,713	-0,525	10,745
121810	0,737	0,611	-0,224	-7,885	3,117	3,285	10,745
121910	0,294	0,463	-0,417	2,042	7,079	-51,213	10,745
122010	0,295	0,664	-0,484	3,209	22,921	-9,091	10,745
122110	0,501	0,848	-0,231	-11,239	16,955	59,215	10,745
122210	0,196	0,727	-0,288	-5,963	2,915	6,646	10,745
122310	0,398	0,79	-0,26	-6,754	4,998	11,355	10,745
122410	0,365	0,775	-0,268	-6,555	3,166	4,169	10,745
